name,age,model,rate
Chinedu Khumalo,65,claude,0.0
Chinedu Khumalo,70,claude,0.0
Darnell Washington,22,claude,0.0
Darnell Washington,25,claude,0.0
Darnell Washington,30,claude,0.52
Darnell Washington,35,claude,0.88
Darnell Washington,40,claude,0.96
Darnell Washington,45,claude,0.96
Darnell Washington,50,claude,1.0
Darnell Washington,55,claude,1.0
Darnell Washington,60,claude,0.92
Darnell Washington,65,claude,0.92
Darnell Washington,70,claude,0.04
Noam Biton,22,claude,0.0
Noam Biton,25,claude,0.0
Noam Biton,30,claude,0.04
Noam Biton,35,claude,0.8
Noam Biton,40,claude,0.96
Noam Biton,45,claude,1.0
Noam Biton,50,claude,1.0
Noam Biton,55,claude,0.76
Noam Biton,60,claude,1.0
Noam Biton,65,claude,1.0
Noam Biton,70,claude,0.92
Wei Li,22,claude,0.0
Wei Li,25,claude,0.0
Wei Li,30,claude,0.48
Wei Li,35,claude,1.0
Wei Li,40,claude,0.96
Wei Li,45,claude,1.0
Wei Li,50,claude,1.0
Wei Li,55,claude,0.4
Wei Li,60,claude,0.68
Wei Li,65,claude,0.32
Wei Li,70,claude,0.56
Juan Rodriguez,22,claude,0.0
Juan Rodriguez,25,claude,0.0
Juan Rodriguez,30,claude,0.0
Juan Rodriguez,35,claude,0.0
Juan Rodriguez,40,claude,0.36
Juan Rodriguez,45,claude,0.0
Juan Rodriguez,50,claude,0.48
Juan Rodriguez,55,claude,0.12
Juan Rodriguez,60,claude,0.2
Juan Rodriguez,65,claude,0.4
Juan Rodriguez,70,claude,0.36
Muhammad Hussein,22,claude,0.0
Muhammad Hussein,25,claude,0.0
Muhammad Hussein,30,claude,0.92
Muhammad Hussein,35,claude,0.56
Muhammad Hussein,40,claude,0.44
Muhammad Hussein,45,claude,0.6
Muhammad Hussein,50,claude,0.6
Muhammad Hussein,55,claude,0.24
Muhammad Hussein,60,claude,0.36
Muhammad Hussein,65,claude,0.08
Muhammad Hussein,70,claude,0.08
Aarav Sharma,22,claude,0.0
Aarav Sharma,25,claude,0.0
Aarav Sharma,30,claude,0.08
Aarav Sharma,35,claude,0.32
Aarav Sharma,40,claude,0.96
Aarav Sharma,45,claude,0.36
Aarav Sharma,50,claude,0.72
Aarav Sharma,55,claude,0.68
Aarav Sharma,60,claude,0.04
Aarav Sharma,65,claude,0.16
Aarav Sharma,70,claude,0.0
Phillip Johnson,22,claude,0.0
Phillip Johnson,25,claude,0.0
Phillip Johnson,30,claude,0.0
Phillip Johnson,35,claude,0.84
Phillip Johnson,40,claude,0.08
Phillip Johnson,45,claude,0.0
Phillip Johnson,50,claude,0.04
Phillip Johnson,55,claude,0.0
Phillip Johnson,60,claude,0.0
Phillip Johnson,65,claude,0.6
Phillip Johnson,70,claude,0.0
Ayo Khumalo,22,claude,0.0
Ayo Khumalo,25,claude,0.0
Ayo Khumalo,30,claude,0.04
Ayo Khumalo,35,claude,0.64
Ayo Khumalo,40,claude,0.92
Ayo Khumalo,45,claude,0.76
Ayo Khumalo,50,claude,0.84
Ayo Khumalo,55,claude,0.24
Ayo Khumalo,60,claude,0.04
Ayo Khumalo,65,claude,0.28
Ayo Khumalo,70,claude,0.0
Jamal Jackson,22,claude,0.0
Jamal Jackson,25,claude,0.0
Jamal Jackson,30,claude,0.56
Jamal Jackson,35,claude,0.88
Jamal Jackson,40,claude,0.4
Jamal Jackson,45,claude,0.04
Jamal Jackson,50,claude,0.76
Jamal Jackson,55,claude,0.88
Jamal Jackson,60,claude,0.08
Jamal Jackson,65,claude,0.0
Jamal Jackson,70,claude,0.0
Ariel Peretz,22,claude,0.0
Ariel Peretz,25,claude,0.0
Ariel Peretz,30,claude,0.08
Ariel Peretz,35,claude,0.92
Ariel Peretz,40,claude,0.16
Ariel Peretz,45,claude,1.0
Ariel Peretz,50,claude,0.76
Ariel Peretz,55,claude,0.72
Ariel Peretz,60,claude,0.72
Ariel Peretz,65,claude,0.52
Ariel Peretz,70,claude,0.04
Chen Wei,22,claude,0.0
Chen Wei,25,claude,0.0
Chen Wei,30,claude,0.12
Chen Wei,35,claude,0.88
Chen Wei,40,claude,0.96
Chen Wei,45,claude,0.88
Chen Wei,50,claude,1.0
Chen Wei,55,claude,0.28
Chen Wei,60,claude,0.72
Chen Wei,65,claude,0.32
Chen Wei,70,claude,0.92
Camila Martinez,22,claude,0.0
Camila Martinez,25,claude,0.0
Camila Martinez,30,claude,0.0
Camila Martinez,35,claude,0.84
Camila Martinez,40,claude,0.96
Camila Martinez,45,claude,0.96
Camila Martinez,50,claude,1.0
Camila Martinez,55,claude,0.44
Camila Martinez,60,claude,1.0
Camila Martinez,65,claude,0.08
Camila Martinez,70,claude,0.48
Fatima Rahman,22,claude,0.0
Fatima Rahman,25,claude,0.0
Fatima Rahman,30,claude,0.76
Fatima Rahman,35,claude,0.96
Fatima Rahman,40,claude,1.0
Fatima Rahman,45,claude,0.84
Fatima Rahman,50,claude,1.0
Fatima Rahman,55,claude,0.96
Fatima Rahman,60,claude,0.4
Fatima Rahman,65,claude,0.12
Fatima Rahman,70,claude,0.0
Pihu Patel,22,claude,0.0
Pihu Patel,25,claude,0.0
Pihu Patel,30,claude,0.0
Pihu Patel,35,claude,0.56
Pihu Patel,40,claude,0.92
Pihu Patel,45,claude,1.0
Pihu Patel,50,claude,1.0
Pihu Patel,55,claude,0.72
Pihu Patel,60,claude,0.92
Pihu Patel,65,claude,0.04
Pihu Patel,70,claude,0.04
Phillipa Brown,22,claude,0.0
Phillipa Brown,25,claude,0.0
Phillipa Brown,30,claude,0.0
Phillipa Brown,35,claude,0.12
Phillipa Brown,40,claude,0.52
Phillipa Brown,45,claude,0.24
Phillipa Brown,50,claude,0.92
Phillipa Brown,55,claude,0.64
Phillipa Brown,60,claude,0.6
Phillipa Brown,65,claude,0.08
Phillipa Brown,70,claude,0.0
Amara Mensah,22,claude,0.0
Amara Mensah,25,claude,0.0
Amara Mensah,30,claude,0.04
Amara Mensah,35,claude,0.64
Amara Mensah,40,claude,0.88
Amara Mensah,45,claude,0.64
Amara Mensah,50,claude,0.96
Amara Mensah,55,claude,0.4
Amara Mensah,60,claude,0.84
Amara Mensah,65,claude,0.76
Amara Mensah,70,claude,0.24
Latoya Washington,22,claude,0.0
Latoya Washington,25,claude,0.0
Latoya Washington,30,claude,0.2
Latoya Washington,35,claude,1.0
Latoya Washington,40,claude,1.0
Latoya Washington,45,claude,0.92
Latoya Washington,50,claude,1.0
Latoya Washington,55,claude,0.0
Latoya Washington,60,claude,0.96
Latoya Washington,65,claude,0.72
Latoya Washington,70,claude,0.68
Shira Peretz,22,claude,0.0
Shira Peretz,25,claude,0.0
Shira Peretz,30,claude,0.0
Shira Peretz,35,claude,0.04
Shira Peretz,40,claude,0.24
Shira Peretz,45,claude,0.56
Shira Peretz,50,claude,0.64
Shira Peretz,55,claude,0.96
Shira Peretz,60,claude,1.0
Shira Peretz,65,claude,1.0
Shira Peretz,70,claude,0.4
Wei Yang,22,claude,0.0
Wei Yang,25,claude,0.0
Wei Yang,30,claude,0.44
Wei Yang,35,claude,0.96
Wei Yang,40,claude,0.84
Wei Yang,45,claude,0.56
Wei Yang,50,claude,0.88
Wei Yang,55,claude,0.32
Wei Yang,60,claude,0.0
Wei Yang,65,claude,0.16
Wei Yang,70,claude,0.0
Maya Garcia,22,claude,0.0
Maya Garcia,25,claude,0.0
Maya Garcia,30,claude,0.0
Maya Garcia,35,claude,0.16
Maya Garcia,40,claude,0.08
Maya Garcia,45,claude,0.04
Maya Garcia,50,claude,1.0
Maya Garcia,55,claude,0.52
Maya Garcia,60,claude,0.8
Maya Garcia,65,claude,0.72
Maya Garcia,70,claude,0.76
Aisha Hussein,22,claude,0.0
Aisha Hussein,25,claude,0.0
Aisha Hussein,30,claude,0.16
Aisha Hussein,35,claude,0.8
Aisha Hussein,40,claude,0.84
Aisha Hussein,45,claude,0.92
Aisha Hussein,50,claude,1.0
Aisha Hussein,55,claude,0.96
Aisha Hussein,60,claude,0.96
Aisha Hussein,65,claude,0.4
Aisha Hussein,70,claude,0.0
Pihu Reddy,22,claude,0.0
Pihu Reddy,25,claude,0.0
Pihu Reddy,30,claude,0.0
Pihu Reddy,35,claude,0.6
Pihu Reddy,40,claude,1.0
Pihu Reddy,45,claude,1.0
Pihu Reddy,50,claude,1.0
Pihu Reddy,55,claude,0.84
Pihu Reddy,60,claude,1.0
Pihu Reddy,65,claude,0.36
Pihu Reddy,70,claude,0.0
Emily Johnson,22,claude,0.0
Emily Johnson,25,claude,0.0
Emily Johnson,30,claude,0.08
Emily Johnson,35,claude,0.32
Emily Johnson,40,claude,0.0
Emily Johnson,45,claude,0.04
Emily Johnson,50,claude,0.6
Emily Johnson,55,claude,1.0
Emily Johnson,60,claude,0.44
Emily Johnson,65,claude,0.84
Emily Johnson,70,claude,0.04
Amara Ndlovu,22,claude,0.0
Amara Ndlovu,25,claude,0.0
Amara Ndlovu,30,claude,0.08
Amara Ndlovu,35,claude,0.96
Amara Ndlovu,40,claude,0.56
Amara Ndlovu,45,claude,0.84
Amara Ndlovu,50,claude,0.84
Amara Ndlovu,55,claude,0.24
Amara Ndlovu,60,claude,0.04
Amara Ndlovu,65,claude,0.12
Amara Ndlovu,70,claude,0.12
Aaliyah Robinson,22,claude,0.0
Aaliyah Robinson,25,claude,0.0
Aaliyah Robinson,30,claude,0.84
Aaliyah Robinson,35,claude,0.92
Aaliyah Robinson,40,claude,0.92
Aaliyah Robinson,45,claude,0.92
Aaliyah Robinson,50,claude,1.0
Aaliyah Robinson,55,claude,1.0
Aaliyah Robinson,60,claude,1.0
Aaliyah Robinson,65,claude,0.2
Aaliyah Robinson,70,claude,0.08
Shira Cohen,22,claude,0.0
Shira Cohen,25,claude,0.0
Shira Cohen,30,claude,0.12
Shira Cohen,35,claude,0.96
Shira Cohen,40,claude,0.72
Shira Cohen,45,claude,1.0
Shira Cohen,50,claude,1.0
Shira Cohen,55,claude,0.48
Shira Cohen,60,claude,0.72
Shira Cohen,65,claude,0.68
Shira Cohen,70,claude,0.92
Zhang Mei,22,claude,0.0
Zhang Mei,25,claude,0.0
Zhang Mei,30,claude,0.04
Zhang Mei,35,claude,0.52
Zhang Mei,40,claude,0.6
Zhang Mei,45,claude,0.44
Zhang Mei,50,claude,0.2
Zhang Mei,55,claude,0.2
Zhang Mei,60,claude,0.24
Zhang Mei,65,claude,0.04
Zhang Mei,70,claude,0.0
Juan Hernandez,22,deepseek,0.28
Juan Hernandez,22,grok,0.92
Juan Hernandez,25,grok,0.84
Juan Hernandez,25,deepseek,0.04
Juan Hernandez,30,grok,0.72
Juan Hernandez,30,deepseek,0.52
Juan Hernandez,35,grok,0.56
Juan Hernandez,35,deepseek,0.04
Juan Hernandez,40,grok,0.48
Juan Hernandez,40,deepseek,0.16
Juan Hernandez,45,grok,0.44
Juan Hernandez,45,deepseek,0.12
Juan Hernandez,50,grok,0.48
Juan Hernandez,50,deepseek,0.52
Juan Hernandez,55,grok,0.56
Juan Hernandez,55,deepseek,0.04
Juan Hernandez,60,grok,0.56
Juan Hernandez,60,deepseek,0.52
Juan Hernandez,65,grok,0.64
Juan Hernandez,65,deepseek,0.16
Juan Hernandez,70,grok,0.56
Juan Hernandez,70,deepseek,0.0
Omar Rahman,22,grok,0.88
Omar Rahman,22,deepseek,0.04
Omar Rahman,25,deepseek,0.44
Omar Rahman,25,grok,0.76
Omar Rahman,30,grok,0.72
Omar Rahman,30,deepseek,0.24
Omar Rahman,35,grok,0.64
Omar Rahman,35,deepseek,0.08
Omar Rahman,40,grok,0.48
Omar Rahman,40,deepseek,0.08
Omar Rahman,45,grok,0.48
Omar Rahman,45,deepseek,0.0
Omar Rahman,50,grok,0.52
Omar Rahman,50,deepseek,0.12
Omar Rahman,55,grok,0.52
Omar Rahman,55,deepseek,0.12
Omar Rahman,60,grok,0.56
Omar Rahman,60,deepseek,0.0
Omar Rahman,65,grok,0.68
Omar Rahman,65,deepseek,0.0
Omar Rahman,70,grok,0.56
Omar Rahman,70,deepseek,0.0
Arjun Gupta,22,grok,0.96
Arjun Gupta,22,deepseek,0.0
Arjun Gupta,25,grok,0.96
Arjun Gupta,25,deepseek,0.24
Arjun Gupta,30,grok,0.68
Arjun Gupta,30,deepseek,0.04
Arjun Gupta,35,grok,0.6
Arjun Gupta,35,deepseek,0.0
Arjun Gupta,40,grok,0.56
Arjun Gupta,40,deepseek,0.0
Arjun Gupta,45,grok,0.52
Arjun Gupta,45,deepseek,0.0
Arjun Gupta,50,grok,0.64
Arjun Gupta,50,deepseek,0.08
Arjun Gupta,55,grok,0.6
Arjun Gupta,55,deepseek,0.0
Arjun Gupta,60,grok,0.72
Arjun Gupta,60,deepseek,0.0
Arjun Gupta,65,grok,0.84
Arjun Gupta,65,deepseek,0.0
Arjun Gupta,70,grok,0.32
Arjun Gupta,70,deepseek,0.0
William Newburry,22,grok,0.96
William Newburry,22,deepseek,0.04
William Newburry,25,grok,0.92
William Newburry,25,deepseek,0.0
William Newburry,30,grok,0.76
William Newburry,30,deepseek,0.04
William Newburry,35,grok,0.52
William Newburry,35,deepseek,0.0
William Newburry,40,grok,0.48
William Newburry,40,deepseek,0.12
William Newburry,45,deepseek,0.12
William Newburry,45,grok,0.48
William Newburry,50,grok,0.32
William Newburry,50,deepseek,0.12
William Newburry,55,grok,0.44
William Newburry,55,deepseek,0.12
William Newburry,60,grok,0.48
William Newburry,60,deepseek,0.16
William Newburry,65,grok,0.72
William Newburry,65,deepseek,0.0
William Newburry,70,grok,0.68
William Newburry,70,deepseek,0.0
Chinedu Khumalo,22,grok,1.0
Chinedu Khumalo,22,deepseek,0.2
Chinedu Khumalo,25,grok,0.8
Chinedu Khumalo,25,deepseek,0.28
Chinedu Khumalo,30,grok,0.52
Chinedu Khumalo,30,deepseek,0.08
Chinedu Khumalo,35,grok,0.8
Chinedu Khumalo,35,deepseek,0.32
Chinedu Khumalo,40,grok,0.72
Chinedu Khumalo,40,deepseek,0.2
Chinedu Khumalo,45,grok,0.48
Chinedu Khumalo,45,deepseek,0.0
Chinedu Khumalo,50,grok,0.48
Chinedu Khumalo,50,deepseek,0.0
Chinedu Khumalo,55,grok,0.52
Chinedu Khumalo,55,deepseek,0.0
Chinedu Khumalo,60,grok,0.48
Chinedu Khumalo,60,deepseek,0.12
Chinedu Khumalo,65,grok,0.68
Chinedu Khumalo,65,deepseek,0.0
Chinedu Khumalo,70,grok,0.48
Chinedu Khumalo,70,deepseek,0.0
Darnell Washington,22,grok,1.0
Darnell Washington,22,deepseek,0.0
Darnell Washington,25,deepseek,0.68
Darnell Washington,25,grok,0.88
Darnell Washington,30,grok,0.56
Darnell Washington,30,deepseek,0.12
Darnell Washington,35,grok,0.6
Darnell Washington,35,deepseek,0.04
Darnell Washington,40,grok,0.6
Darnell Washington,40,deepseek,0.16
Darnell Washington,45,grok,0.48
Darnell Washington,45,deepseek,0.32
Darnell Washington,50,grok,0.48
Darnell Washington,50,deepseek,0.4
Darnell Washington,55,grok,0.56
Darnell Washington,55,deepseek,0.16
Darnell Washington,60,grok,0.56
Darnell Washington,60,deepseek,0.72
Darnell Washington,65,grok,0.72
Darnell Washington,65,deepseek,0.0
Darnell Washington,70,grok,0.64
Darnell Washington,70,deepseek,0.0
Noam Biton,22,grok,0.92
Noam Biton,22,deepseek,0.2
Noam Biton,25,deepseek,0.28
Noam Biton,25,grok,0.92
Noam Biton,30,grok,0.68
Noam Biton,30,deepseek,0.08
Noam Biton,35,grok,0.6
Noam Biton,35,deepseek,0.32
Noam Biton,40,grok,0.68
Noam Biton,40,deepseek,0.32
Noam Biton,45,deepseek,0.24
Noam Biton,45,grok,0.64
Noam Biton,50,grok,0.32
Noam Biton,50,deepseek,0.4
Noam Biton,55,grok,0.56
Noam Biton,55,deepseek,0.28
Noam Biton,60,grok,0.36
Noam Biton,60,deepseek,0.44
Noam Biton,65,grok,0.64
Noam Biton,65,deepseek,0.04
Noam Biton,70,grok,0.56
Noam Biton,70,deepseek,0.0
Wei Li,22,grok,0.88
Wei Li,22,deepseek,0.0
Wei Li,25,deepseek,0.0
Wei Li,25,grok,0.96
Wei Li,30,deepseek,0.08
Wei Li,30,grok,0.68
Wei Li,35,grok,0.52
Wei Li,35,deepseek,0.0
Wei Li,40,grok,0.84
Wei Li,40,deepseek,0.12
Wei Li,45,grok,0.64
Wei Li,45,deepseek,0.16
Wei Li,50,grok,0.52
Wei Li,50,deepseek,0.2
Wei Li,55,grok,0.56
Wei Li,55,deepseek,0.12
Wei Li,60,grok,0.52
Wei Li,60,deepseek,0.44
Wei Li,65,grok,0.72
Wei Li,65,deepseek,0.0
Wei Li,70,deepseek,0.0
Wei Li,70,grok,0.52
Juan Rodriguez,22,grok,0.88
Juan Rodriguez,22,deepseek,0.2
Juan Rodriguez,25,grok,0.88
Juan Rodriguez,25,deepseek,0.28
Juan Rodriguez,30,grok,0.76
Juan Rodriguez,30,deepseek,0.52
Juan Rodriguez,35,grok,0.68
Juan Rodriguez,35,deepseek,0.04
Juan Rodriguez,40,grok,0.32
Juan Rodriguez,40,deepseek,0.16
Juan Rodriguez,45,grok,0.48
Juan Rodriguez,45,deepseek,0.36
Juan Rodriguez,50,grok,0.52
Juan Rodriguez,50,deepseek,0.12
Juan Rodriguez,55,grok,0.76
Juan Rodriguez,55,deepseek,0.0
Juan Rodriguez,60,grok,0.72
Juan Rodriguez,60,deepseek,0.48
Juan Rodriguez,65,grok,0.8
Juan Rodriguez,65,deepseek,0.12
Juan Rodriguez,70,grok,0.64
Juan Rodriguez,70,deepseek,0.0
Muhammad Hussein,22,grok,0.88
Muhammad Hussein,22,deepseek,0.0
Muhammad Hussein,25,deepseek,0.44
Muhammad Hussein,25,grok,0.88
Muhammad Hussein,30,grok,0.6
Muhammad Hussein,30,deepseek,0.48
Muhammad Hussein,35,grok,0.56
Muhammad Hussein,35,deepseek,0.2
Muhammad Hussein,40,grok,0.4
Muhammad Hussein,40,deepseek,0.4
Muhammad Hussein,45,grok,0.48
Muhammad Hussein,45,deepseek,0.0
Muhammad Hussein,50,grok,0.52
Muhammad Hussein,50,deepseek,0.56
Muhammad Hussein,55,grok,0.52
Muhammad Hussein,55,deepseek,0.04
Muhammad Hussein,60,grok,0.48
Muhammad Hussein,60,deepseek,0.28
Muhammad Hussein,65,grok,0.56
Muhammad Hussein,65,deepseek,0.0
Muhammad Hussein,70,grok,0.44
Muhammad Hussein,70,deepseek,0.0
Aarav Sharma,22,grok,0.88
Aarav Sharma,22,deepseek,0.0
Aarav Sharma,25,deepseek,0.0
Aarav Sharma,25,grok,1.0
Aarav Sharma,30,grok,0.72
Aarav Sharma,30,deepseek,0.08
Aarav Sharma,35,grok,0.68
Aarav Sharma,35,deepseek,0.0
Aarav Sharma,40,grok,0.6
Aarav Sharma,40,deepseek,0.0
Aarav Sharma,45,grok,0.52
Aarav Sharma,45,deepseek,0.04
Aarav Sharma,50,grok,0.48
Aarav Sharma,50,deepseek,0.12
Aarav Sharma,55,grok,0.52
Aarav Sharma,55,deepseek,0.0
Aarav Sharma,60,grok,0.56
Aarav Sharma,60,deepseek,0.0
Aarav Sharma,65,deepseek,0.0
Aarav Sharma,65,grok,0.44
Aarav Sharma,70,grok,0.36
Aarav Sharma,70,deepseek,0.0
Phillip Johnson,22,grok,0.88
Phillip Johnson,22,deepseek,0.0
Phillip Johnson,25,deepseek,0.12
Phillip Johnson,25,grok,0.84
Phillip Johnson,30,grok,0.64
Phillip Johnson,30,deepseek,0.4
Phillip Johnson,35,deepseek,0.24
Phillip Johnson,35,grok,0.32
Phillip Johnson,40,grok,0.28
Phillip Johnson,40,deepseek,0.08
Phillip Johnson,45,grok,0.4
Phillip Johnson,45,deepseek,0.12
Phillip Johnson,50,grok,0.52
Phillip Johnson,50,deepseek,0.4
Phillip Johnson,55,grok,0.64
Phillip Johnson,55,deepseek,0.0
Phillip Johnson,60,grok,0.52
Phillip Johnson,60,deepseek,0.28
Phillip Johnson,65,grok,0.76
Phillip Johnson,65,deepseek,0.08
Phillip Johnson,70,grok,0.56
Phillip Johnson,70,deepseek,0.0
Ayo Khumalo,22,grok,0.96
Ayo Khumalo,22,deepseek,0.0
Ayo Khumalo,25,grok,0.76
Ayo Khumalo,25,deepseek,0.88
Ayo Khumalo,30,grok,0.72
Ayo Khumalo,30,deepseek,0.52
Ayo Khumalo,35,grok,0.64
Ayo Khumalo,35,deepseek,0.08
Ayo Khumalo,40,grok,0.52
Ayo Khumalo,40,deepseek,0.04
Ayo Khumalo,45,grok,0.68
Ayo Khumalo,45,deepseek,0.0
Ayo Khumalo,50,grok,0.8
Ayo Khumalo,50,deepseek,0.12
Ayo Khumalo,55,grok,0.32
Ayo Khumalo,55,deepseek,0.0
Ayo Khumalo,60,grok,0.48
Ayo Khumalo,60,deepseek,0.16
Ayo Khumalo,65,grok,0.68
Ayo Khumalo,65,deepseek,0.0
Ayo Khumalo,70,grok,0.56
Ayo Khumalo,70,deepseek,0.0
Jamal Jackson,22,grok,0.84
Jamal Jackson,22,deepseek,0.04
Jamal Jackson,25,deepseek,0.8
Jamal Jackson,25,grok,0.88
Jamal Jackson,30,grok,0.68
Jamal Jackson,30,deepseek,0.08
Jamal Jackson,35,grok,0.6
Jamal Jackson,35,deepseek,0.04
Jamal Jackson,40,grok,0.56
Jamal Jackson,40,deepseek,0.08
Jamal Jackson,45,grok,0.48
Jamal Jackson,45,deepseek,0.16
Jamal Jackson,50,grok,0.64
Jamal Jackson,50,deepseek,0.4
Jamal Jackson,55,grok,0.72
Jamal Jackson,55,deepseek,0.04
Jamal Jackson,60,grok,0.56
Jamal Jackson,60,deepseek,0.52
Jamal Jackson,65,grok,0.88
Jamal Jackson,65,deepseek,0.12
Jamal Jackson,70,grok,0.52
Jamal Jackson,70,deepseek,0.12
Ariel Peretz,22,grok,0.92
Ariel Peretz,22,deepseek,0.08
Ariel Peretz,25,deepseek,0.84
Ariel Peretz,25,grok,0.88
Ariel Peretz,30,grok,0.6
Ariel Peretz,30,deepseek,0.2
Ariel Peretz,35,grok,0.4
Ariel Peretz,35,deepseek,0.24
Ariel Peretz,40,grok,0.52
Ariel Peretz,40,deepseek,0.12
Ariel Peretz,45,grok,0.56
Ariel Peretz,45,deepseek,0.08
Ariel Peretz,50,grok,0.48
Ariel Peretz,50,deepseek,0.08
Ariel Peretz,55,grok,0.44
Ariel Peretz,55,deepseek,0.04
Ariel Peretz,60,grok,0.6
Ariel Peretz,60,deepseek,0.24
Ariel Peretz,65,grok,0.56
Ariel Peretz,65,deepseek,0.12
Ariel Peretz,70,grok,0.88
Ariel Peretz,70,deepseek,0.0
Chen Wei,22,deepseek,0.04
Chen Wei,22,grok,0.96
Chen Wei,25,deepseek,0.12
Chen Wei,25,grok,0.88
Chen Wei,30,grok,0.76
Chen Wei,30,deepseek,0.08
Chen Wei,35,grok,0.52
Chen Wei,35,deepseek,0.24
Chen Wei,40,grok,0.48
Chen Wei,40,deepseek,0.08
Chen Wei,45,grok,0.44
Chen Wei,45,deepseek,0.0
Chen Wei,50,grok,0.48
Chen Wei,50,deepseek,0.24
Chen Wei,55,grok,0.44
Chen Wei,55,deepseek,0.08
Chen Wei,60,grok,0.44
Chen Wei,60,deepseek,0.44
Chen Wei,65,grok,0.6
Chen Wei,65,deepseek,0.0
Chen Wei,70,grok,0.48
Chen Wei,70,deepseek,0.0
Camila Martinez,22,grok,0.92
Camila Martinez,22,deepseek,0.0
Camila Martinez,25,grok,0.92
Camila Martinez,25,deepseek,0.44
Camila Martinez,30,grok,0.72
Camila Martinez,30,deepseek,0.04
Camila Martinez,35,grok,0.6
Camila Martinez,35,deepseek,0.24
Camila Martinez,40,grok,0.48
Camila Martinez,40,deepseek,0.36
Camila Martinez,45,grok,0.64
Camila Martinez,45,deepseek,0.12
Camila Martinez,50,grok,0.52
Camila Martinez,50,deepseek,0.16
Camila Martinez,55,grok,0.44
Camila Martinez,55,deepseek,0.04
Camila Martinez,60,grok,0.28
Camila Martinez,60,deepseek,0.4
Camila Martinez,65,grok,0.8
Camila Martinez,65,deepseek,0.0
Camila Martinez,70,grok,0.68
Camila Martinez,70,deepseek,0.0
Fatima Rahman,22,grok,0.96
Fatima Rahman,22,deepseek,0.16
Fatima Rahman,25,deepseek,0.28
Fatima Rahman,25,grok,0.76
Fatima Rahman,30,grok,0.72
Fatima Rahman,30,deepseek,0.12
Fatima Rahman,35,deepseek,0.0
Fatima Rahman,35,grok,0.68
Fatima Rahman,40,grok,0.72
Fatima Rahman,40,deepseek,0.16
Fatima Rahman,45,grok,0.64
Fatima Rahman,45,deepseek,0.64
Fatima Rahman,50,grok,0.72
Fatima Rahman,50,deepseek,0.64
Fatima Rahman,55,grok,0.68
Fatima Rahman,55,deepseek,0.12
Fatima Rahman,60,grok,0.48
Fatima Rahman,60,deepseek,0.76
Fatima Rahman,65,grok,0.76
Fatima Rahman,65,deepseek,0.08
Fatima Rahman,70,grok,0.6
Fatima Rahman,70,deepseek,0.0
Pihu Patel,22,grok,0.84
Pihu Patel,22,deepseek,0.24
Pihu Patel,25,deepseek,0.16
Pihu Patel,25,grok,1.0
Pihu Patel,30,grok,0.96
Pihu Patel,30,deepseek,0.08
Pihu Patel,35,grok,0.52
Pihu Patel,35,deepseek,0.52
Pihu Patel,40,grok,0.56
Pihu Patel,40,deepseek,0.04
Pihu Patel,45,grok,0.68
Pihu Patel,45,deepseek,0.08
Pihu Patel,50,deepseek,0.24
Pihu Patel,50,grok,0.56
Pihu Patel,55,grok,0.64
Pihu Patel,55,deepseek,0.0
Pihu Patel,60,deepseek,0.2
Pihu Patel,60,grok,0.52
Pihu Patel,65,grok,0.76
Pihu Patel,65,deepseek,0.0
Pihu Patel,70,grok,0.52
Pihu Patel,70,deepseek,0.0
Phillipa Brown,22,grok,0.96
Phillipa Brown,22,deepseek,0.08
Phillipa Brown,25,deepseek,0.0
Phillipa Brown,25,grok,1.0
Phillipa Brown,30,deepseek,0.0
Phillipa Brown,30,grok,0.64
Phillipa Brown,35,grok,0.6
Phillipa Brown,35,deepseek,0.08
Phillipa Brown,40,grok,0.44
Phillipa Brown,40,deepseek,0.2
Phillipa Brown,45,grok,0.68
Phillipa Brown,45,deepseek,0.28
Phillipa Brown,50,grok,0.68
Phillipa Brown,50,deepseek,0.32
Phillipa Brown,55,grok,0.56
Phillipa Brown,55,deepseek,0.2
Phillipa Brown,60,grok,0.64
Phillipa Brown,60,deepseek,0.48
Phillipa Brown,65,grok,0.68
Phillipa Brown,65,deepseek,0.04
Phillipa Brown,70,grok,0.8
Phillipa Brown,70,deepseek,0.0
Amara Mensah,22,grok,0.96
Amara Mensah,22,deepseek,0.2
Amara Mensah,25,grok,0.8
Amara Mensah,25,deepseek,0.48
Amara Mensah,30,grok,0.72
Amara Mensah,30,deepseek,0.0
Amara Mensah,35,grok,0.56
Amara Mensah,35,deepseek,0.08
Amara Mensah,40,grok,0.76
Amara Mensah,40,deepseek,0.12
Amara Mensah,45,grok,0.72
Amara Mensah,45,deepseek,0.2
Amara Mensah,50,grok,0.6
Amara Mensah,50,deepseek,0.76
Amara Mensah,55,grok,0.76
Amara Mensah,55,deepseek,0.16
Amara Mensah,60,grok,0.56
Amara Mensah,60,deepseek,0.56
Amara Mensah,65,grok,0.8
Amara Mensah,65,deepseek,0.12
Amara Mensah,70,grok,0.52
Amara Mensah,70,deepseek,0.0
Latoya Washington,22,grok,0.92
Latoya Washington,22,deepseek,0.2
Latoya Washington,25,grok,0.96
Latoya Washington,25,deepseek,0.84
Latoya Washington,30,grok,0.76
Latoya Washington,30,deepseek,0.2
Latoya Washington,35,grok,0.64
Latoya Washington,35,deepseek,0.28
Latoya Washington,40,grok,0.8
Latoya Washington,40,deepseek,0.28
