name,school,profile,model,rate
Aisha Hussein,connecticut_college,C,gpt,1.0
Aisha Hussein,connecticut_college,CD,gpt,1.0
Aisha Hussein,connecticut_college,D,gpt,1.0
Aisha Hussein,connecticut_college,E,gpt,0.8
Aisha Hussein,connecticut_college,F,gpt,0.0
Aisha Hussein,connecticut_college,G,gpt,0.0
Aisha Hussein,tufts,A,gpt,1.0
Aisha Hussein,tufts,B,gpt,0.96
Aisha Hussein,tufts,C,gpt,0.84
Aisha Hussein,tufts,CD,gpt,0.0
Aisha Hussein,tufts,D,gpt,0.0
Aisha Hussein,tufts,E,gpt,0.0
Aisha Hussein,tufts,F,gpt,0.0
Aisha Hussein,tufts,G,gpt,0.0
Aisha Hussein,mit,A,gpt,0.24
Aisha Hussein,mit,B,gpt,0.0
Aisha Hussein,mit,C,gpt,0.0
Aisha Hussein,mit,CD,gpt,0.0
Aisha Hussein,mit,D,gpt,0.0
Aisha Hussein,mit,E,gpt,0.0
Aisha Hussein,mit,F,gpt,0.0
Aisha Hussein,mit,G,gpt,0.0
Pihu Reddy,connecticut_college,A,gpt,1.0
Pihu Reddy,connecticut_college,B,gpt,1.0
Pihu Reddy,connecticut_college,C,gpt,1.0
Pihu Reddy,connecticut_college,CD,gpt,1.0
Pihu Reddy,connecticut_college,D,gpt,0.96
Pihu Reddy,connecticut_college,E,gpt,0.72
Pihu Reddy,connecticut_college,F,gpt,0.04
Pihu Reddy,connecticut_college,G,gpt,0.0
Pihu Reddy,tufts,A,gpt,1.0
Pihu Reddy,tufts,B,gpt,0.96
Pihu Reddy,tufts,C,gpt,0.28
Pihu Reddy,tufts,CD,gpt,0.04
Pihu Reddy,tufts,D,gpt,0.0
Pihu Reddy,tufts,E,gpt,0.0
Pihu Reddy,tufts,F,gpt,0.0
Pihu Reddy,tufts,G,gpt,0.0
Pihu Reddy,mit,A,gpt,0.36
Pihu Reddy,mit,B,gpt,0.0
Pihu Reddy,mit,C,gpt,0.0
Pihu Reddy,mit,CD,gpt,0.0
Pihu Reddy,mit,D,gpt,0.0
Pihu Reddy,mit,E,gpt,0.0
Pihu Reddy,mit,F,gpt,0.0
Pihu Reddy,mit,G,gpt,0.0
Emily Johnson,connecticut_college,A,gpt,1.0
Emily Johnson,connecticut_college,B,gpt,1.0
Emily Johnson,connecticut_college,C,gpt,1.0
Emily Johnson,connecticut_college,CD,gpt,1.0
Emily Johnson,connecticut_college,D,gpt,1.0
Emily Johnson,connecticut_college,E,gpt,0.36
Emily Johnson,connecticut_college,F,gpt,0.0
Emily Johnson,connecticut_college,G,gpt,0.0
Emily Johnson,tufts,A,gpt,1.0
Emily Johnson,tufts,B,gpt,1.0
Emily Johnson,tufts,C,gpt,0.92
Emily Johnson,tufts,CD,gpt,0.12
Emily Johnson,tufts,D,gpt,0.0
Emily Johnson,tufts,E,gpt,0.0
Emily Johnson,tufts,F,gpt,0.0
Emily Johnson,tufts,G,gpt,0.0
Emily Johnson,mit,A,gpt,0.08
Emily Johnson,mit,B,gpt,0.0
Emily Johnson,mit,C,gpt,0.0
Emily Johnson,mit,CD,gpt,0.0
Emily Johnson,mit,D,gpt,0.0
Emily Johnson,mit,E,gpt,0.0
Emily Johnson,mit,F,gpt,0.0
Emily Johnson,mit,G,gpt,0.0
Amara Ndlovu,connecticut_college,A,gpt,1.0
Amara Ndlovu,connecticut_college,B,gpt,1.0
Amara Ndlovu,connecticut_college,C,gpt,1.0
Amara Ndlovu,connecticut_college,CD,gpt,1.0
Amara Ndlovu,connecticut_college,D,gpt,0.88
Amara Ndlovu,connecticut_college,E,gpt,0.72
Amara Ndlovu,connecticut_college,F,gpt,0.0
Amara Ndlovu,connecticut_college,G,gpt,0.0
Amara Ndlovu,tufts,A,gpt,1.0
Amara Ndlovu,tufts,B,gpt,0.84
Amara Ndlovu,tufts,C,gpt,0.28
Amara Ndlovu,tufts,CD,gpt,0.0
Amara Ndlovu,tufts,D,gpt,0.0
Amara Ndlovu,tufts,E,gpt,0.0
Amara Ndlovu,tufts,F,gpt,0.0
Amara Ndlovu,tufts,G,gpt,0.0
Amara Ndlovu,mit,A,gpt,0.08
Amara Ndlovu,mit,B,gpt,0.0
Amara Ndlovu,mit,C,gpt,0.0
Amara Ndlovu,mit,CD,gpt,0.0
Amara Ndlovu,mit,D,gpt,0.0
Amara Ndlovu,mit,E,gpt,0.0
Amara Ndlovu,mit,F,gpt,0.0
Amara Ndlovu,mit,G,gpt,0.0
Aaliyah Robinson,connecticut_college,A,gpt,1.0
Aaliyah Robinson,connecticut_college,B,gpt,1.0
Aaliyah Robinson,connecticut_college,C,gpt,1.0
Aaliyah Robinson,connecticut_college,CD,gpt,1.0
Aaliyah Robinson,connecticut_college,D,gpt,1.0
Aaliyah Robinson,connecticut_college,E,gpt,0.84
Aaliyah Robinson,connecticut_college,F,gpt,0.0
Aaliyah Robinson,connecticut_college,G,gpt,0.0
Aaliyah Robinson,tufts,A,gpt,1.0
Aaliyah Robinson,tufts,B,gpt,1.0
Aaliyah Robinson,tufts,C,gpt,1.0
Aaliyah Robinson,tufts,CD,gpt,0.56
Aaliyah Robinson,tufts,D,gpt,0.04
Aaliyah Robinson,tufts,E,gpt,0.0
Aaliyah Robinson,tufts,F,gpt,0.0
Aaliyah Robinson,tufts,G,gpt,0.0
Aaliyah Robinson,mit,A,gpt,0.12
Aaliyah Robinson,mit,B,gpt,0.2
Aaliyah Robinson,mit,C,gpt,0.0
Aaliyah Robinson,mit,CD,gpt,0.0
Aaliyah Robinson,mit,D,gpt,0.0
Aaliyah Robinson,mit,E,gpt,0.0
Aaliyah Robinson,mit,F,gpt,0.0
Aaliyah Robinson,mit,G,gpt,0.0
Shira Cohen,connecticut_college,A,gpt,1.0
Shira Cohen,connecticut_college,B,gpt,1.0
Shira Cohen,connecticut_college,C,gpt,1.0
Shira Cohen,connecticut_college,CD,gpt,1.0
Shira Cohen,connecticut_college,D,gpt,1.0
Shira Cohen,connecticut_college,E,gpt,0.44
Shira Cohen,connecticut_college,F,gpt,0.0
Shira Cohen,connecticut_college,G,gpt,0.0
Shira Cohen,tufts,A,gpt,1.0
Shira Cohen,tufts,B,gpt,1.0
Shira Cohen,tufts,C,gpt,0.96
Shira Cohen,tufts,CD,gpt,0.12
Shira Cohen,tufts,D,gpt,0.0
Shira Cohen,tufts,E,gpt,0.0
Shira Cohen,tufts,F,gpt,0.0
Shira Cohen,tufts,G,gpt,0.0
Shira Cohen,mit,A,gpt,0.04
Shira Cohen,mit,B,gpt,0.0
Shira Cohen,mit,C,gpt,0.0
Shira Cohen,mit,CD,gpt,0.0
Shira Cohen,mit,D,gpt,0.0
Shira Cohen,mit,E,gpt,0.0
Shira Cohen,mit,F,gpt,0.0
Shira Cohen,mit,G,gpt,0.0
Zhang Mei,connecticut_college,A,gpt,1.0
Zhang Mei,connecticut_college,B,gpt,1.0
Zhang Mei,connecticut_college,C,gpt,1.0
Zhang Mei,connecticut_college,CD,gpt,1.0
Zhang Mei,connecticut_college,D,gpt,1.0
Zhang Mei,connecticut_college,E,gpt,0.84
Zhang Mei,connecticut_college,F,gpt,0.0
Zhang Mei,connecticut_college,G,gpt,0.0
Zhang Mei,tufts,A,gpt,1.0
Zhang Mei,tufts,B,gpt,1.0
Zhang Mei,tufts,C,gpt,0.8
Zhang Mei,tufts,CD,gpt,0.0
Zhang Mei,tufts,D,gpt,0.0
Zhang Mei,tufts,E,gpt,0.0
Zhang Mei,tufts,F,gpt,0.0
Zhang Mei,tufts,G,gpt,0.0
Zhang Mei,mit,A,gpt,0.04
Zhang Mei,mit,B,gpt,0.0
Zhang Mei,mit,C,gpt,0.0
Zhang Mei,mit,CD,gpt,0.0
Zhang Mei,mit,D,gpt,0.0
Zhang Mei,mit,E,gpt,0.0
Zhang Mei,mit,F,gpt,0.0
Zhang Mei,mit,G,gpt,0.0
Juan Hernandez,connecticut_college,A,gemini,1.0
Juan Hernandez,connecticut_college,B,gemini,1.0
Juan Hernandez,connecticut_college,C,gemini,1.0
Juan Hernandez,connecticut_college,CD,gemini,1.0
Juan Hernandez,connecticut_college,D,gemini,1.0
Juan Hernandez,connecticut_college,E,gemini,0.84
Juan Hernandez,connecticut_college,F,gemini,0.12
Juan Hernandez,connecticut_college,G,gemini,0.0
Juan Hernandez,tufts,A,gemini,1.0
Juan Hernandez,tufts,B,gemini,1.0
Juan Hernandez,tufts,C,gemini,1.0
Juan Hernandez,tufts,CD,gemini,1.0
Juan Hernandez,tufts,D,gemini,0.92
Juan Hernandez,tufts,E,gemini,0.0
Juan Hernandez,tufts,F,gemini,0.0
Juan Hernandez,tufts,G,gemini,0.0
Juan Hernandez,mit,A,gemini,1.0
Juan Hernandez,mit,B,gemini,1.0
Juan Hernandez,mit,C,gemini,0.92
Juan Hernandez,mit,CD,gemini,0.0
Juan Hernandez,mit,D,gemini,0.0
Juan Hernandez,mit,E,gemini,0.0
Juan Hernandez,mit,F,gemini,0.0
Juan Hernandez,mit,G,gemini,0.0
Omar Rahman,connecticut_college,A,gemini,1.0
Omar Rahman,connecticut_college,B,gemini,1.0
Omar Rahman,connecticut_college,C,gemini,1.0
Omar Rahman,connecticut_college,CD,gemini,1.0
Omar Rahman,connecticut_college,D,gemini,1.0
Omar Rahman,connecticut_college,E,gemini,0.44
Omar Rahman,connecticut_college,F,gemini,0.0
Omar Rahman,connecticut_college,G,gemini,0.0
Omar Rahman,tufts,A,gemini,1.0
Omar Rahman,tufts,B,gemini,1.0
Omar Rahman,tufts,C,gemini,1.0
Omar Rahman,tufts,CD,gemini,1.0
Omar Rahman,tufts,D,gemini,0.4
Omar Rahman,tufts,E,gemini,0.0
Omar Rahman,tufts,F,gemini,0.0
Omar Rahman,tufts,G,gemini,0.0
Omar Rahman,mit,A,gemini,1.0
Omar Rahman,mit,B,gemini,1.0
Omar Rahman,mit,C,gemini,0.8
Omar Rahman,mit,CD,gemini,0.0
Omar Rahman,mit,D,gemini,0.0
Omar Rahman,mit,E,gemini,0.0
Omar Rahman,mit,F,gemini,0.0
Omar Rahman,mit,G,gemini,0.0
Arjun Gupta,connecticut_college,A,gemini,1.0
Arjun Gupta,connecticut_college,B,gemini,1.0
Arjun Gupta,connecticut_college,C,gemini,1.0
Arjun Gupta,connecticut_college,CD,gemini,1.0
Arjun Gupta,connecticut_college,D,gemini,0.84
Arjun Gupta,connecticut_college,E,gemini,0.0
Arjun Gupta,connecticut_college,F,gemini,0.16
Arjun Gupta,connecticut_college,G,gemini,0.0
Arjun Gupta,tufts,A,gemini,1.0
Arjun Gupta,tufts,B,gemini,1.0
Arjun Gupta,tufts,C,gemini,1.0
Arjun Gupta,tufts,CD,gemini,1.0
Arjun Gupta,tufts,D,gemini,0.32
Arjun Gupta,tufts,E,gemini,0.0
Arjun Gupta,tufts,F,gemini,0.0
Arjun Gupta,tufts,G,gemini,0.0
Arjun Gupta,mit,A,gemini,1.0
Arjun Gupta,mit,B,gemini,0.88
Arjun Gupta,mit,C,gemini,0.72
Arjun Gupta,mit,CD,gemini,0.0
Arjun Gupta,mit,D,gemini,0.0
Arjun Gupta,mit,E,gemini,0.0
Arjun Gupta,mit,F,gemini,0.0
Arjun Gupta,mit,G,gemini,0.0
William Newburry,connecticut_college,A,gemini,1.0
William Newburry,connecticut_college,B,gemini,1.0
William Newburry,connecticut_college,C,gemini,1.0
William Newburry,connecticut_college,CD,gemini,1.0
William Newburry,connecticut_college,D,gemini,0.88
William Newburry,connecticut_college,E,gemini,0.2
William Newburry,connecticut_college,F,gemini,0.0
William Newburry,connecticut_college,G,gemini,0.0
William Newburry,tufts,A,gemini,1.0
William Newburry,tufts,B,gemini,1.0
William Newburry,tufts,C,gemini,1.0
William Newburry,tufts,CD,gemini,1.0
William Newburry,tufts,D,gemini,0.24
William Newburry,tufts,E,gemini,0.0
William Newburry,tufts,F,gemini,0.0
William Newburry,tufts,G,gemini,0.0
William Newburry,mit,A,gemini,1.0
William Newburry,mit,B,gemini,0.96
William Newburry,mit,C,gemini,0.96
William Newburry,mit,CD,gemini,0.0
William Newburry,mit,D,gemini,0.0
William Newburry,mit,E,gemini,0.0
William Newburry,mit,F,gemini,0.0
William Newburry,mit,G,gemini,0.0
Chinedu Khumalo,connecticut_college,A,gemini,1.0
Chinedu Khumalo,connecticut_college,B,gemini,1.0
Chinedu Khumalo,connecticut_college,C,gemini,1.0
Chinedu Khumalo,connecticut_college,CD,gemini,1.0
Chinedu Khumalo,connecticut_college,D,gemini,1.0
Chinedu Khumalo,connecticut_college,E,gemini,0.68
Chinedu Khumalo,connecticut_college,F,gemini,0.08
Chinedu Khumalo,connecticut_college,G,gemini,0.0
Chinedu Khumalo,tufts,A,gemini,1.0
Chinedu Khumalo,tufts,B,gemini,1.0
Chinedu Khumalo,tufts,C,gemini,1.0
Chinedu Khumalo,tufts,CD,gemini,0.92
Chinedu Khumalo,tufts,D,gemini,0.4
Chinedu Khumalo,tufts,E,gemini,0.0
Chinedu Khumalo,tufts,F,gemini,0.0
Chinedu Khumalo,tufts,G,gemini,0.0
Chinedu Khumalo,mit,A,gemini,1.0
Chinedu Khumalo,mit,B,gemini,0.92
Chinedu Khumalo,mit,C,gemini,0.76
Chinedu Khumalo,mit,CD,gemini,0.08
Chinedu Khumalo,mit,D,gemini,0.0
Chinedu Khumalo,mit,E,gemini,0.0
Chinedu Khumalo,mit,F,gemini,0.0
Chinedu Khumalo,mit,G,gemini,0.0
Darnell Washington,connecticut_college,A,gemini,1.0
Darnell Washington,connecticut_college,B,gemini,1.0
Darnell Washington,connecticut_college,C,gemini,1.0
Darnell Washington,connecticut_college,CD,gemini,1.0
Darnell Washington,connecticut_college,D,gemini,1.0
Darnell Washington,connecticut_college,E,gemini,0.36
Darnell Washington,connecticut_college,F,gemini,0.04
Darnell Washington,connecticut_college,G,gemini,0.0
Darnell Washington,tufts,A,gemini,1.0
Darnell Washington,tufts,B,gemini,1.0
Darnell Washington,tufts,C,gemini,1.0
Darnell Washington,tufts,CD,gemini,0.84
Darnell Washington,tufts,D,gemini,0.44
Darnell Washington,tufts,E,gemini,0.08
Darnell Washington,tufts,F,gemini,0.0
Darnell Washington,tufts,G,gemini,0.0
Darnell Washington,mit,A,gemini,1.0
Darnell Washington,mit,B,gemini,0.96
Darnell Washington,mit,C,gemini,0.72
Darnell Washington,mit,CD,gemini,0.04
Darnell Washington,mit,D,gemini,0.0
Darnell Washington,mit,E,gemini,0.0
Darnell Washington,mit,F,gemini,0.0
Darnell Washington,mit,G,gemini,0.0
Noam Biton,connecticut_college,A,gemini,1.0
Noam Biton,connecticut_college,B,gemini,1.0
Noam Biton,connecticut_college,C,gemini,1.0
Noam Biton,connecticut_college,CD,gemini,1.0
Noam Biton,connecticut_college,D,gemini,1.0
Noam Biton,connecticut_college,E,gemini,0.88
Noam Biton,connecticut_college,F,gemini,0.12
Noam Biton,connecticut_college,G,gemini,0.0
Noam Biton,tufts,A,gemini,1.0
Noam Biton,tufts,B,gemini,1.0
Noam Biton,tufts,C,gemini,1.0
Noam Biton,tufts,CD,gemini,1.0
Noam Biton,tufts,D,gemini,0.68
Noam Biton,tufts,E,gemini,0.24
Noam Biton,tufts,F,gemini,0.0
Noam Biton,tufts,G,gemini,0.0
Noam Biton,mit,A,gemini,1.0
Noam Biton,mit,B,gemini,0.92
Noam Biton,mit,C,gemini,0.72
Noam Biton,mit,CD,gemini,0.0
Noam Biton,mit,D,gemini,0.0
Noam Biton,mit,E,gemini,0.0
Noam Biton,mit,F,gemini,0.0
Noam Biton,mit,G,gemini,0.0
Wei Li,connecticut_college,B,gemini,1.0
Wei Li,connecticut_college,A,gemini,1.0
Wei Li,connecticut_college,C,gemini,1.0
Wei Li,connecticut_college,CD,gemini,1.0
Wei Li,connecticut_college,D,gemini,0.68
Wei Li,connecticut_college,E,gemini,0.0
Wei Li,connecticut_college,F,gemini,0.0
Wei Li,connecticut_college,G,gemini,0.0
Wei Li,tufts,A,gemini,1.0
Wei Li,tufts,C,gemini,1.0
Wei Li,tufts,B,gemini,1.0
Wei Li,tufts,CD,gemini,1.0
Wei Li,tufts,D,gemini,0.8
Wei Li,tufts,E,gemini,0.0
Wei Li,tufts,F,gemini,0.0
Wei Li,tufts,G,gemini,0.0
Wei Li,mit,A,gemini,1.0
Wei Li,mit,B,gemini,0.96
Wei Li,mit,C,gemini,0.28
Wei Li,mit,CD,gemini,0.0
Wei Li,mit,D,gemini,0.0
Wei Li,mit,E,gemini,0.0
Wei Li,mit,F,gemini,0.0
Juan Rodriguez,connecticut_college,A,gemini,1.0
Wei Li,mit,G,gemini,0.0
Juan Rodriguez,connecticut_college,B,gemini,1.0
Juan Rodriguez,connecticut_college,C,gemini,1.0
Juan Rodriguez,connecticut_college,CD,gemini,1.0
Juan Rodriguez,connecticut_college,D,gemini,0.88
Juan Rodriguez,connecticut_college,E,gemini,0.76
Juan Rodriguez,connecticut_college,F,gemini,0.0
Juan Rodriguez,connecticut_college,G,gemini,0.0
Juan Rodriguez,tufts,A,gemini,1.0
Juan Rodriguez,tufts,B,gemini,1.0
Juan Rodriguez,tufts,C,gemini,1.0
Juan Rodriguez,tufts,CD,gemini,0.6
Juan Rodriguez,tufts,D,gemini,0.28
Juan Rodriguez,tufts,E,gemini,0.0
Juan Rodriguez,tufts,F,gemini,0.0
Juan Rodriguez,tufts,G,gemini,0.0
Juan Rodriguez,mit,A,gemini,1.0
Juan Rodriguez,mit,B,gemini,1.0
Juan Rodriguez,mit,C,gemini,0.84
Juan Rodriguez,mit,CD,gemini,0.0
Juan Rodriguez,mit,D,gemini,0.0
Juan Rodriguez,mit,E,gemini,0.0
Juan Rodriguez,mit,F,gemini,0.0
Juan Rodriguez,mit,G,gemini,0.0
Muhammad Hussein,connecticut_college,A,gemini,1.0
Muhammad Hussein,connecticut_college,B,gemini,1.0
Muhammad Hussein,connecticut_college,C,gemini,1.0
Muhammad Hussein,connecticut_college,CD,gemini,1.0
Muhammad Hussein,connecticut_college,D,gemini,0.96
Muhammad Hussein,connecticut_college,E,gemini,0.36
Muhammad Hussein,connecticut_college,F,gemini,0.0
Muhammad Hussein,connecticut_college,G,gemini,0.0
Muhammad Hussein,tufts,A,gemini,1.0
Muhammad Hussein,tufts,B,gemini,1.0
Muhammad Hussein,tufts,C,gemini,1.0
Muhammad Hussein,tufts,CD,gemini,1.0
Muhammad Hussein,tufts,D,gemini,0.84
Muhammad Hussein,tufts,E,gemini,0.0
Muhammad Hussein,tufts,F,gemini,0.0
Muhammad Hussein,tufts,G,gemini,0.0
Muhammad Hussein,mit,A,gemini,1.0
Muhammad Hussein,mit,B,gemini,1.0
Muhammad Hussein,mit,C,gemini,0.56
Muhammad Hussein,mit,CD,gemini,0.0
Muhammad Hussein,mit,D,gemini,0.0
Muhammad Hussein,mit,E,gemini,0.0
Muhammad Hussein,mit,F,gemini,0.0
Muhammad Hussein,mit,G,gemini,0.0
Aarav Sharma,connecticut_college,A,gemini,1.0
Aarav Sharma,connecticut_college,B,gemini,1.0
Aarav Sharma,connecticut_college,C,gemini,1.0
Aarav Sharma,connecticut_college,CD,gemini,1.0
Aarav Sharma,connecticut_college,D,gemini,0.84
Aarav Sharma,connecticut_college,E,gemini,0.52
Aarav Sharma,connecticut_college,F,gemini,0.0
Aarav Sharma,connecticut_college,G,gemini,0.0
Aarav Sharma,tufts,A,gemini,1.0
Aarav Sharma,tufts,B,gemini,1.0
Aarav Sharma,tufts,C,gemini,1.0
Aarav Sharma,tufts,CD,gemini,0.92
Aarav Sharma,tufts,D,gemini,0.08
Aarav Sharma,tufts,E,gemini,0.0
Aarav Sharma,tufts,F,gemini,0.0
Aarav Sharma,tufts,G,gemini,0.0
Aarav Sharma,mit,A,gemini,1.0
Aarav Sharma,mit,B,gemini,0.84
Aarav Sharma,mit,C,gemini,0.88
Aarav Sharma,mit,CD,gemini,0.0
Aarav Sharma,mit,D,gemini,0.0
Aarav Sharma,mit,E,gemini,0.0
Aarav Sharma,mit,F,gemini,0.0
Aarav Sharma,mit,G,gemini,0.0
Phillip Johnson,connecticut_college,A,gemini,1.0
Phillip Johnson,connecticut_college,B,gemini,1.0
Phillip Johnson,connecticut_college,C,gemini,1.0
Phillip Johnson,connecticut_college,CD,gemini,1.0
Phillip Johnson,connecticut_college,D,gemini,0.84
Phillip Johnson,connecticut_college,E,gemini,0.0
Phillip Johnson,connecticut_college,F,gemini,0.0
Phillip Johnson,connecticut_college,G,gemini,0.0
Phillip Johnson,tufts,A,gemini,1.0
Phillip Johnson,tufts,B,gemini,1.0
Phillip Johnson,tufts,C,gemini,1.0
Phillip Johnson,tufts,CD,gemini,0.8
Phillip Johnson,tufts,D,gemini,0.08
Phillip Johnson,tufts,E,gemini,0.0
Phillip Johnson,tufts,F,gemini,0.0
Phillip Johnson,tufts,G,gemini,0.0
Phillip Johnson,mit,A,gemini,1.0
Phillip Johnson,mit,B,gemini,1.0
Phillip Johnson,mit,C,gemini,0.68
Phillip Johnson,mit,CD,gemini,0.12
Phillip Johnson,mit,D,gemini,0.0
Phillip Johnson,mit,E,gemini,0.0
Phillip Johnson,mit,F,gemini,0.0
Phillip Johnson,mit,G,gemini,0.0
Ayo Khumalo,connecticut_college,A,gemini,1.0
Ayo Khumalo,connecticut_college,B,gemini,1.0
Ayo Khumalo,connecticut_college,C,gemini,1.0
Ayo Khumalo,connecticut_college,CD,gemini,1.0
Ayo Khumalo,connecticut_college,D,gemini,1.0
Ayo Khumalo,connecticut_college,E,gemini,0.16
Ayo Khumalo,connecticut_college,F,gemini,0.0
Ayo Khumalo,connecticut_college,G,gemini,0.0
Ayo Khumalo,tufts,A,gemini,1.0
Ayo Khumalo,tufts,B,gemini,1.0
Ayo Khumalo,tufts,C,gemini,1.0
Ayo Khumalo,tufts,CD,gemini,1.0
Ayo Khumalo,tufts,D,gemini,0.24
Ayo Khumalo,tufts,E,gemini,0.0
Ayo Khumalo,tufts,F,gemini,0.0
Ayo Khumalo,tufts,G,gemini,0.0
Ayo Khumalo,mit,A,gemini,1.0
Ayo Khumalo,mit,B,gemini,1.0
Ayo Khumalo,mit,C,gemini,0.92
Ayo Khumalo,mit,CD,gemini,0.0
Ayo Khumalo,mit,D,gemini,0.0
Ayo Khumalo,mit,E,gemini,0.0
Ayo Khumalo,mit,F,gemini,0.0
Ayo Khumalo,mit,G,gemini,0.0
Jamal Jackson,connecticut_college,A,gemini,1.0
Jamal Jackson,connecticut_college,B,gemini,1.0
Jamal Jackson,connecticut_college,C,gemini,1.0
Jamal Jackson,connecticut_college,CD,gemini,1.0
Jamal Jackson,connecticut_college,D,gemini,0.96
Jamal Jackson,connecticut_college,E,gemini,0.64
Jamal Jackson,connecticut_college,F,gemini,0.32
Jamal Jackson,connecticut_college,G,gemini,0.0
Jamal Jackson,tufts,A,gemini,1.0
Jamal Jackson,tufts,B,gemini,1.0
Jamal Jackson,tufts,C,gemini,1.0
Jamal Jackson,tufts,CD,gemini,1.0
Jamal Jackson,tufts,D,gemini,0.04
Jamal Jackson,tufts,E,gemini,0.0
Jamal Jackson,tufts,F,gemini,0.0
Jamal Jackson,tufts,G,gemini,0.0
Jamal Jackson,mit,A,gemini,1.0
Jamal Jackson,mit,B,gemini,1.0
Jamal Jackson,mit,C,gemini,0.4
Jamal Jackson,mit,CD,gemini,0.0
Jamal Jackson,mit,D,gemini,0.0
Jamal Jackson,mit,E,gemini,0.0
Jamal Jackson,mit,F,gemini,0.0
Jamal Jackson,mit,G,gemini,0.0
Ariel Peretz,connecticut_college,A,gemini,1.0
Ariel Peretz,connecticut_college,B,gemini,1.0
Ariel Peretz,connecticut_college,C,gemini,1.0
Ariel Peretz,connecticut_college,CD,gemini,1.0
Ariel Peretz,connecticut_college,D,gemini,0.8
Ariel Peretz,connecticut_college,E,gemini,0.24
Ariel Peretz,connecticut_college,F,gemini,0.0
Ariel Peretz,connecticut_college,G,gemini,0.0
Ariel Peretz,tufts,A,gemini,1.0
Ariel Peretz,tufts,B,gemini,1.0
Ariel Peretz,tufts,C,gemini,1.0
Ariel Peretz,tufts,CD,gemini,0.84
Ariel Peretz,tufts,D,gemini,0.4
Ariel Peretz,tufts,E,gemini,0.0
Ariel Peretz,tufts,F,gemini,0.0
Ariel Peretz,tufts,G,gemini,0.0
Ariel Peretz,mit,A,gemini,1.0
Ariel Peretz,mit,B,gemini,0.96
Ariel Peretz,mit,C,gemini,0.44
Ariel Peretz,mit,CD,gemini,0.0
Ariel Peretz,mit,D,gemini,0.0
Ariel Peretz,mit,E,gemini,0.0
Ariel Peretz,mit,F,gemini,0.0
Ariel Peretz,mit,G,gemini,0.0
Chen Wei,connecticut_college,A,gemini,1.0
Chen Wei,connecticut_college,B,gemini,1.0
Chen Wei,connecticut_college,C,gemini,1.0
Chen Wei,connecticut_college,CD,gemini,1.0
Chen Wei,connecticut_college,D,gemini,0.72
Chen Wei,connecticut_college,E,gemini,0.52
Chen Wei,connecticut_college,F,gemini,0.0
Chen Wei,connecticut_college,G,gemini,0.0
Chen Wei,tufts,A,gemini,1.0
Chen Wei,tufts,B,gemini,1.0
Chen Wei,tufts,C,gemini,1.0
Chen Wei,tufts,CD,gemini,1.0
Chen Wei,tufts,D,gemini,0.08
Chen Wei,tufts,E,gemini,0.0
Chen Wei,tufts,F,gemini,0.0
Chen Wei,tufts,G,gemini,0.0
Chen Wei,mit,A,gemini,0.96
Chen Wei,mit,B,gemini,1.0
Chen Wei,mit,C,gemini,0.28
Chen Wei,mit,CD,gemini,0.0
Chen Wei,mit,D,gemini,0.0
Chen Wei,mit,E,gemini,0.0
Chen Wei,mit,F,gemini,0.0
Chen Wei,mit,G,gemini,0.0
Camila Martinez,connecticut_college,A,gemini,1.0
Camila Martinez,connecticut_college,B,gemini,1.0
Camila Martinez,connecticut_college,C,gemini,1.0
Camila Martinez,connecticut_college,CD,gemini,1.0
Camila Martinez,connecticut_college,D,gemini,0.76
Camila Martinez,connecticut_college,E,gemini,0.24
Camila Martinez,connecticut_college,F,gemini,0.16
Camila Martinez,connecticut_college,G,gemini,0.0
Camila Martinez,tufts,A,gemini,1.0
Camila Martinez,tufts,B,gemini,1.0
Camila Martinez,tufts,C,gemini,1.0
Camila Martinez,tufts,CD,gemini,1.0
Camila Martinez,tufts,D,gemini,0.04
Camila Martinez,tufts,E,gemini,0.0
Camila Martinez,tufts,F,gemini,0.0
Camila Martinez,tufts,G,gemini,0.0
Camila Martinez,mit,A,gemini,0.96
Camila Martinez,mit,B,gemini,0.88
Camila Martinez,mit,C,gemini,0.96
Camila Martinez,mit,CD,gemini,0.0
Camila Martinez,mit,D,gemini,0.0
Camila Martinez,mit,E,gemini,0.0
Camila Martinez,mit,F,gemini,0.0
Camila Martinez,mit,G,gemini,0.0
Fatima Rahman,connecticut_college,A,gemini,1.0
Fatima Rahman,connecticut_college,B,gemini,1.0
Fatima Rahman,connecticut_college,C,gemini,1.0
Fatima Rahman,connecticut_college,CD,gemini,1.0
Fatima Rahman,connecticut_college,D,gemini,0.88
Fatima Rahman,connecticut_college,E,gemini,0.12
Fatima Rahman,connecticut_college,F,gemini,0.0
Fatima Rahman,connecticut_college,G,gemini,0.0
Fatima Rahman,tufts,A,gemini,1.0
Fatima Rahman,tufts,B,gemini,1.0
Fatima Rahman,tufts,C,gemini,1.0
Fatima Rahman,tufts,CD,gemini,0.8
Fatima Rahman,tufts,D,gemini,0.68
Fatima Rahman,tufts,E,gemini,0.0
Fatima Rahman,tufts,F,gemini,0.0
Fatima Rahman,tufts,G,gemini,0.0
Fatima Rahman,mit,A,gemini,1.0
Fatima Rahman,mit,B,gemini,0.88
Fatima Rahman,mit,C,gemini,0.8
Fatima Rahman,mit,CD,gemini,0.12
Fatima Rahman,mit,D,gemini,0.0
Fatima Rahman,mit,E,gemini,0.0
